Random Seed: 123
train: Epoch: 0	
loading annotations into memory...
Done (t=0.58s)
creating index...
index created!
loading annotations into memory...
Done (t=15.94s)
creating index...
index created!
loading annotations into memory...
Done (t=0.50s)
creating index...
index created!
eta: 0:20:30  epoch: 0  step: 5900  mask_loss: 0.7337  ct_loss: 2.5114  wh_loss: 0.9332  py_loss: 4.8533  shape_loss: 0.4772  loss: 9.5087  data: 0.0285  batch: 0.8652  lr: 0.000100  max_mem: 13037
eta: 0:19:04  epoch: 0  step: 6000  mask_loss: 0.7149  ct_loss: 2.4860  wh_loss: 0.9211  py_loss: 4.6935  shape_loss: 0.4741  loss: 9.2896  data: 0.0308  batch: 0.8788  lr: 0.000100  max_mem: 13037
eta: 0:17:38  epoch: 0  step: 6100  mask_loss: 0.7400  ct_loss: 2.5282  wh_loss: 0.9653  py_loss: 4.9610  shape_loss: 0.4788  loss: 9.6734  data: 0.0288  batch: 0.8567  lr: 0.000100  max_mem: 13037
eta: 0:16:12  epoch: 0  step: 6200  mask_loss: 0.7246  ct_loss: 2.4386  wh_loss: 0.9030  py_loss: 4.6330  shape_loss: 0.4686  loss: 9.1678  data: 0.0287  batch: 0.8619  lr: 0.000100  max_mem: 13037
eta: 0:14:46  epoch: 0  step: 6300  mask_loss: 0.7181  ct_loss: 2.3231  wh_loss: 0.8240  py_loss: 4.1634  shape_loss: 0.4265  loss: 8.4551  data: 0.0285  batch: 0.8729  lr: 0.000100  max_mem: 13037
eta: 0:13:20  epoch: 0  step: 6400  mask_loss: 0.7199  ct_loss: 2.4716  wh_loss: 0.9664  py_loss: 4.9506  shape_loss: 0.5187  loss: 9.6272  data: 0.0276  batch: 0.8616  lr: 0.000100  max_mem: 13037
eta: 0:11:54  epoch: 0  step: 6500  mask_loss: 0.7197  ct_loss: 2.4133  wh_loss: 0.8349  py_loss: 4.2908  shape_loss: 0.4304  loss: 8.6892  data: 0.0253  batch: 0.8847  lr: 0.000100  max_mem: 13037
eta: 0:10:28  epoch: 0  step: 6600  mask_loss: 0.7151  ct_loss: 2.3966  wh_loss: 0.8260  py_loss: 4.1592  shape_loss: 0.4011  loss: 8.4979  data: 0.0275  batch: 0.8698  lr: 0.000100  max_mem: 13037
eta: 0:09:02  epoch: 0  step: 6700  mask_loss: 0.7237  ct_loss: 2.3980  wh_loss: 0.8875  py_loss: 4.4423  shape_loss: 0.4668  loss: 8.9183  data: 0.0271  batch: 0.8666  lr: 0.000100  max_mem: 13037
eta: 0:07:36  epoch: 0  step: 6800  mask_loss: 0.7076  ct_loss: 2.4227  wh_loss: 0.8618  py_loss: 4.4316  shape_loss: 0.4452  loss: 8.8688  data: 0.0283  batch: 0.8576  lr: 0.000100  max_mem: 13037
